ELECTIONTYPE,ELECTIONYEAR,WARDNUM,NUMVOTES,CANDIDATELASTNAME,CANDIDATEFIRSTNAME
Mayoral,2010,6,16,Steinberger,Tibor
Mayoral,2010,7,21,Steinberger,Tibor
Mayoral,2010,8,17,Steinberger,Tibor
Mayoral,2010,9,23,Steinberger,Tibor
Mayoral,2010,10,55,Steinberger,Tibor
Mayoral,2010,11,14,Steinberger,Tibor
Mayoral,2010,12,16,Steinberger,Tibor
Mayoral,2010,13,17,Steinberger,Tibor
Mayoral,2010,14,17,Steinberger,Tibor
Mayoral,2010,15,25,Steinberger,Tibor
Mayoral,2010,16,9,Steinberger,Tibor
Mayoral,2010,17,17,Steinberger,Tibor
Mayoral,2010,18,12,Steinberger,Tibor
Mayoral,2010,19,7,Steinberger,Tibor
Mayoral,2010,20,10,Steinberger,Tibor
Mayoral,2010,21,15,Steinberger,Tibor
Mayoral,2010,22,18,Steinberger,Tibor
Mayoral,2010,23,30,Steinberger,Tibor
Mayoral,2010,24,38,Steinberger,Tibor
Mayoral,2010,25,18,Steinberger,Tibor
Mayoral,2010,26,32,Steinberger,Tibor
Mayoral,2010,27,19,Steinberger,Tibor
Mayoral,2010,28,19,Steinberger,Tibor
Mayoral,2010,29,12,Steinberger,Tibor
Mayoral,2010,30,12,Steinberger,Tibor
Mayoral,2010,31,16,Steinberger,Tibor
Mayoral,2010,32,12,Steinberger,Tibor
Mayoral,2010,33,8,Steinberger,Tibor
Mayoral,2010,34,15,Steinberger,Tibor
Mayoral,2010,35,11,Steinberger,Tibor
Mayoral,2010,36,17,Steinberger,Tibor
Mayoral,2010,37,14,Steinberger,Tibor
Mayoral,2010,38,10,Steinberger,Tibor
Mayoral,2010,39,22,Steinberger,Tibor
Mayoral,2010,40,14,Steinberger,Tibor
Mayoral,2010,41,18,Steinberger,Tibor
Mayoral,2010,42,26,Steinberger,Tibor
Mayoral,2010,43,12,Steinberger,Tibor
Mayoral,2010,44,8,Steinberger,Tibor
Mayoral,2010,1,25,Syed,Himy
Mayoral,2010,2,7,Syed,Himy
Mayoral,2010,3,4,Syed,Himy
Mayoral,2010,4,5,Syed,Himy
Mayoral,2010,5,10,Syed,Himy
Mayoral,2010,6,7,Syed,Himy
Mayoral,2010,7,8,Syed,Himy
Mayoral,2010,8,10,Syed,Himy
Mayoral,2010,9,2,Syed,Himy
Mayoral,2010,10,8,Syed,Himy
Mayoral,2010,11,6,Syed,Himy
Mayoral,2010,12,10,Syed,Himy
Mayoral,2010,13,7,Syed,Himy
Mayoral,2010,14,19,Syed,Himy
Mayoral,2010,15,5,Syed,Himy
Mayoral,2010,16,3,Syed,Himy
Mayoral,2010,17,6,Syed,Himy
Mayoral,2010,18,23,Syed,Himy
Mayoral,2010,19,29,Syed,Himy
Mayoral,2010,20,25,Syed,Himy
Mayoral,2010,21,6,Syed,Himy
Mayoral,2010,22,5,Syed,Himy
Mayoral,2010,23,11,Syed,Himy
Mayoral,2010,24,7,Syed,Himy
Mayoral,2010,25,3,Syed,Himy
Mayoral,2010,26,99,Syed,Himy
Mayoral,2010,27,13,Syed,Himy
Mayoral,2010,28,11,Syed,Himy
Mayoral,2010,29,19,Syed,Himy
Mayoral,2010,30,13,Syed,Himy
Mayoral,2010,31,12,Syed,Himy
Mayoral,2010,32,7,Syed,Himy
Mayoral,2010,33,6,Syed,Himy
Mayoral,2010,34,10,Syed,Himy
Mayoral,2010,35,20,Syed,Himy
Mayoral,2010,36,17,Syed,Himy
Mayoral,2010,37,15,Syed,Himy
Mayoral,2010,38,10,Syed,Himy
Mayoral,2010,39,4,Syed,Himy
Mayoral,2010,40,15,Syed,Himy
Mayoral,2010,41,11,Syed,Himy
Mayoral,2010,42,28,Syed,Himy
Mayoral,2010,43,13,Syed,Himy
Mayoral,2010,44,8,Syed,Himy
Mayoral,2010,1,13,Tang,Weizhen
Mayoral,2010,2,5,Tang,Weizhen
Mayoral,2010,3,4,Tang,Weizhen
Mayoral,2010,4,6,Tang,Weizhen
Mayoral,2010,5,4,Tang,Weizhen
Mayoral,2010,6,3,Tang,Weizhen
Mayoral,2010,7,13,Tang,Weizhen
Mayoral,2010,8,44,Tang,Weizhen
Mayoral,2010,9,15,Tang,Weizhen
Mayoral,2010,10,12,Tang,Weizhen
Mayoral,2010,11,18,Tang,Weizhen
Mayoral,2010,12,9,Tang,Weizhen
Mayoral,2010,13,3,Tang,Weizhen
Mayoral,2010,14,5,Tang,Weizhen
Mayoral,2010,15,8,Tang,Weizhen
Mayoral,2010,16,3,Tang,Weizhen
Mayoral,2010,17,14,Tang,Weizhen
Mayoral,2010,18,7,Tang,Weizhen
Mayoral,2010,19,21,Tang,Weizhen
Mayoral,2010,20,23,Tang,Weizhen
Mayoral,2010,21,7,Tang,Weizhen
Mayoral,2010,22,3,Tang,Weizhen
Mayoral,2010,23,51,Tang,Weizhen
Mayoral,2010,24,58,Tang,Weizhen
Mayoral,2010,25,7,Tang,Weizhen
Mayoral,2010,26,13,Tang,Weizhen
Mayoral,2010,27,24,Tang,Weizhen
Mayoral,2010,28,11,Tang,Weizhen
Mayoral,2010,29,8,Tang,Weizhen
Mayoral,2010,30,17,Tang,Weizhen
Mayoral,2010,31,16,Tang,Weizhen
Mayoral,2010,32,14,Tang,Weizhen
Mayoral,2010,33,54,Tang,Weizhen
Mayoral,2010,34,17,Tang,Weizhen
Mayoral,2010,35,18,Tang,Weizhen
Mayoral,2010,36,3,Tang,Weizhen
Mayoral,2010,37,18,Tang,Weizhen
Mayoral,2010,38,20,Tang,Weizhen
Mayoral,2010,39,118,Tang,Weizhen
Mayoral,2010,40,49,Tang,Weizhen
Mayoral,2010,41,95,Tang,Weizhen
Mayoral,2010,42,23,Tang,Weizhen
Mayoral,2010,43,8,Tang,Weizhen
Mayoral,2010,44,8,Tang,Weizhen
Mayoral,2010,1,14,Taylor,Phil
Mayoral,2010,2,3,Taylor,Phil
Mayoral,2010,3,6,Taylor,Phil
Mayoral,2010,4,5,Taylor,Phil
Mayoral,2010,5,4,Taylor,Phil
Mayoral,2010,6,12,Taylor,Phil
Mayoral,2010,7,11,Taylor,Phil
Mayoral,2010,8,21,Taylor,Phil
Mayoral,2010,9,12,Taylor,Phil
Mayoral,2010,10,14,Taylor,Phil
Mayoral,2010,11,12,Taylor,Phil
Mayoral,2010,12,11,Taylor,Phil
Mayoral,2010,13,5,Taylor,Phil
Mayoral,2010,14,6,Taylor,Phil
Mayoral,2010,15,12,Taylor,Phil
Mayoral,2010,16,4,Taylor,Phil
Mayoral,2010,17,15,Taylor,Phil
Mayoral,2010,18,6,Taylor,Phil
Mayoral,2010,19,8,Taylor,Phil
Mayoral,2010,20,9,Taylor,Phil
Mayoral,2010,21,5,Taylor,Phil
Mayoral,2010,22,4,Taylor,Phil
Mayoral,2010,23,9,Taylor,Phil
Mayoral,2010,24,15,Taylor,Phil
Mayoral,2010,25,3,Taylor,Phil
Mayoral,2010,26,19,Taylor,Phil
Mayoral,2010,27,10,Taylor,Phil
Mayoral,2010,28,2,Taylor,Phil
Mayoral,2010,29,11,Taylor,Phil
Mayoral,2010,30,6,Taylor,Phil
Mayoral,2010,31,11,Taylor,Phil
Mayoral,2010,32,6,Taylor,Phil
Mayoral,2010,33,12,Taylor,Phil
Mayoral,2010,34,8,Taylor,Phil
Mayoral,2010,35,11,Taylor,Phil
Mayoral,2010,36,8,Taylor,Phil
Mayoral,2010,37,8,Taylor,Phil
Mayoral,2010,38,15,Taylor,Phil
Mayoral,2010,39,11,Taylor,Phil
Mayoral,2010,40,13,Taylor,Phil
Mayoral,2010,41,13,Taylor,Phil
Mayoral,2010,42,20,Taylor,Phil
Mayoral,2010,43,11,Taylor,Phil
Mayoral,2010,44,8,Taylor,Phil
Mayoral,2010,1,33,Thomson,Sarah
Mayoral,2010,2,18,Thomson,Sarah
Mayoral,2010,3,30,Thomson,Sarah
Mayoral,2010,4,33,Thomson,Sarah
Mayoral,2010,5,39,Thomson,Sarah
Mayoral,2010,6,40,Thomson,Sarah
Mayoral,2010,7,22,Thomson,Sarah
Mayoral,2010,8,49,Thomson,Sarah
Mayoral,2010,9,22,Thomson,Sarah
Mayoral,2010,10,50,Thomson,Sarah
Mayoral,2010,11,44,Thomson,Sarah
Mayoral,2010,12,54,Thomson,Sarah
Mayoral,2010,13,49,Thomson,Sarah
Mayoral,2010,14,28,Thomson,Sarah
Mayoral,2010,15,43,Thomson,Sarah
Mayoral,2010,16,37,Thomson,Sarah
Mayoral,2010,17,42,Thomson,Sarah
Mayoral,2010,18,31,Thomson,Sarah
Mayoral,2010,19,33,Thomson,Sarah
Mayoral,2010,20,46,Thomson,Sarah
Mayoral,2010,21,28,Thomson,Sarah
Mayoral,2010,22,58,Thomson,Sarah
Mayoral,2010,23,46,Thomson,Sarah
Mayoral,2010,24,49,Thomson,Sarah
Mayoral,2010,25,45,Thomson,Sarah
Mayoral,2010,26,44,Thomson,Sarah
Mayoral,2010,27,52,Thomson,Sarah
Mayoral,2010,28,38,Thomson,Sarah
Mayoral,2010,29,46,Thomson,Sarah
Mayoral,2010,30,36,Thomson,Sarah
Mayoral,2010,31,35,Thomson,Sarah
Mayoral,2010,32,44,Thomson,Sarah
Mayoral,2010,33,34,Thomson,Sarah
Mayoral,2010,34,47,Thomson,Sarah
Mayoral,2010,35,58,Thomson,Sarah
Mayoral,2010,36,43,Thomson,Sarah
Mayoral,2010,37,162,Thomson,Sarah
Mayoral,2010,38,35,Thomson,Sarah
Mayoral,2010,39,30,Thomson,Sarah
Mayoral,2010,40,48,Thomson,Sarah
Mayoral,2010,41,26,Thomson,Sarah
Mayoral,2010,42,57,Thomson,Sarah
Mayoral,2010,43,33,Thomson,Sarah
Mayoral,2010,44,46,Thomson,Sarah
Mayoral,2010,1,11,Vallance,David
Mayoral,2010,2,6,Vallance,David
Mayoral,2010,3,2,Vallance,David
Mayoral,2010,4,3,Vallance,David
Mayoral,2010,5,6,Vallance,David
Mayoral,2010,6,5,Vallance,David
Mayoral,2010,7,16,Vallance,David
Mayoral,2010,8,16,Vallance,David
Mayoral,2010,9,10,Vallance,David
Mayoral,2010,10,5,Vallance,David
Mayoral,2010,11,6,Vallance,David
Mayoral,2010,12,25,Vallance,David
Mayoral,2010,13,5,Vallance,David
Mayoral,2010,14,9,Vallance,David
Mayoral,2010,15,25,Vallance,David
Mayoral,2010,16,1,Vallance,David
Mayoral,2010,17,9,Vallance,David
Mayoral,2010,18,13,Vallance,David
Mayoral,2010,19,8,Vallance,David
Mayoral,2010,20,14,Vallance,David
Mayoral,2010,21,6,Vallance,David
Mayoral,2010,22,4,Vallance,David
Mayoral,2010,23,10,Vallance,David
Mayoral,2010,24,14,Vallance,David
Mayoral,2010,25,2,Vallance,David
Mayoral,2010,26,11,Vallance,David
Mayoral,2010,27,9,Vallance,David
Mayoral,2010,28,3,Vallance,David
Mayoral,2010,29,7,Vallance,David
Mayoral,2010,30,11,Vallance,David
Mayoral,2010,31,12,Vallance,David
Mayoral,2010,32,6,Vallance,David
Mayoral,2010,33,17,Vallance,David
Mayoral,2010,34,6,Vallance,David
Mayoral,2010,35,8,Vallance,David
Mayoral,2010,36,7,Vallance,David
Mayoral,2010,37,12,Vallance,David
Mayoral,2010,38,22,Vallance,David
Mayoral,2010,39,8,Vallance,David
Mayoral,2010,40,10,Vallance,David
Mayoral,2010,41,15,Vallance,David
Mayoral,2010,42,25,Vallance,David
Mayoral,2010,43,13,Vallance,David
Mayoral,2010,44,11,Vallance,David
Mayoral,2010,1,35,Wadhwa,Ratan
Mayoral,2010,2,7,Wadhwa,Ratan
Mayoral,2010,3,4,Wadhwa,Ratan
Mayoral,2010,4,1,Wadhwa,Ratan
Mayoral,2010,5,3,Wadhwa,Ratan
Mayoral,2010,6,0,Wadhwa,Ratan
Mayoral,2010,7,15,Wadhwa,Ratan
Mayoral,2010,8,3,Wadhwa,Ratan
Mayoral,2010,9,1,Wadhwa,Ratan
Mayoral,2010,10,2,Wadhwa,Ratan
Mayoral,2010,11,7,Wadhwa,Ratan
Mayoral,2010,12,5,Wadhwa,Ratan
Mayoral,2010,13,0,Wadhwa,Ratan
Mayoral,2010,14,3,Wadhwa,Ratan
Mayoral,2010,15,1,Wadhwa,Ratan
Mayoral,2010,16,4,Wadhwa,Ratan
Mayoral,2010,17,5,Wadhwa,Ratan
Mayoral,2010,18,4,Wadhwa,Ratan
Mayoral,2010,19,1,Wadhwa,Ratan
Mayoral,2010,20,10,Wadhwa,Ratan
Mayoral,2010,21,0,Wadhwa,Ratan
Mayoral,2010,22,3,Wadhwa,Ratan
Mayoral,2010,23,7,Wadhwa,Ratan
Mayoral,2010,24,6,Wadhwa,Ratan
Mayoral,2010,25,1,Wadhwa,Ratan
Mayoral,2010,26,14,Wadhwa,Ratan
Mayoral,2010,27,4,Wadhwa,Ratan
Mayoral,2010,28,4,Wadhwa,Ratan
Mayoral,2010,29,5,Wadhwa,Ratan
Mayoral,2010,30,3,Wadhwa,Ratan
Mayoral,2010,31,4,Wadhwa,Ratan
Mayoral,2010,32,3,Wadhwa,Ratan
Mayoral,2010,33,6,Wadhwa,Ratan
Mayoral,2010,34,17,Wadhwa,Ratan
Mayoral,2010,35,2,Wadhwa,Ratan
Mayoral,2010,36,5,Wadhwa,Ratan
Mayoral,2010,37,7,Wadhwa,Ratan
Mayoral,2010,38,15,Wadhwa,Ratan
Mayoral,2010,39,14,Wadhwa,Ratan
Mayoral,2010,40,10,Wadhwa,Ratan
Mayoral,2010,41,11,Wadhwa,Ratan
Mayoral,2010,42,22,Wadhwa,Ratan
Mayoral,2010,43,10,Wadhwa,Ratan
Mayoral,2010,44,6,Wadhwa,Ratan
Mayoral,2010,1,8,Walker,Daniel
Mayoral,2010,2,11,Walker,Daniel
Mayoral,2010,3,21,Walker,Daniel
Mayoral,2010,4,10,Walker,Daniel
Mayoral,2010,5,30,Walker,Daniel
Mayoral,2010,6,23,Walker,Daniel
Mayoral,2010,7,16,Walker,Daniel
Mayoral,2010,8,23,Walker,Daniel
Mayoral,2010,9,14,Walker,Daniel
Mayoral,2010,10,16,Walker,Daniel
Mayoral,2010,11,19,Walker,Daniel
Mayoral,2010,12,17,Walker,Daniel
Mayoral,2010,13,15,Walker,Daniel
Mayoral,2010,14,16,Walker,Daniel
Mayoral,2010,15,20,Walker,Daniel
Mayoral,2010,16,4,Walker,Daniel
Mayoral,2010,17,21,Walker,Daniel
Mayoral,2010,18,18,Walker,Daniel
Mayoral,2010,19,10,Walker,Daniel
Mayoral,2010,20,16,Walker,Daniel
Mayoral,2010,21,9,Walker,Daniel
Mayoral,2010,22,25,Walker,Daniel
Mayoral,2010,23,22,Walker,Daniel
Mayoral,2010,24,20,Walker,Daniel
Mayoral,2010,25,18,Walker,Daniel
Mayoral,2010,26,41,Walker,Daniel
Mayoral,2010,27,16,Walker,Daniel
Mayoral,2010,28,15,Walker,Daniel
Mayoral,2010,29,13,Walker,Daniel
Mayoral,2010,30,16,Walker,Daniel
Mayoral,2010,31,29,Walker,Daniel
Mayoral,2010,32,18,Walker,Daniel
Mayoral,2010,33,12,Walker,Daniel
Mayoral,2010,34,22,Walker,Daniel
Mayoral,2010,35,19,Walker,Daniel
Mayoral,2010,36,14,Walker,Daniel
Mayoral,2010,37,21,Walker,Daniel
Mayoral,2010,38,14,Walker,Daniel
Mayoral,2010,39,15,Walker,Daniel
Mayoral,2010,40,21,Walker,Daniel
Mayoral,2010,41,18,Walker,Daniel
Mayoral,2010,42,37,Walker,Daniel
Mayoral,2010,43,18,Walker,Daniel
Mayoral,2010,44,15,Walker,Daniel
Council,2006,1,4878,Hall,Suzan
Council,2006,1,2999,Verma,Sonali
Council,2006,1,496,Caputo,Anthony
Council,2006,1,467,Lucas,Andre
Council,2006,1,351,Ahinful,Francis
Council,2006,1,186,Berger,Ted
Council,2006,1,129,Mulhall,Rosemarie
Council,2006,1,79,Prevost,Brian
Council,2006,2,8421,Ford,Rob
Council,2006,2,2010,Ali,Cadigia
Council,2006,2,1241,Mckenna,Mike
Council,2006,2,499,Mark,Kevin
Council,2006,2,363,Desouza,Philip
Council,2006,2,219,Nobile,Nick
Council,2006,3,9757,Holyday,Doug
Council,2006,3,2171,Kudryk,Peter
Council,2006,3,1391,Lanca,Lillian
Council,2006,3,669,Vaughan,Ross
Council,2006,4,9979,Lindsay Luby,Gloria
Council,2006,4,4108,Daly,Shane
Council,2006,4,471,Mehta,Sam
Council,2006,5,8501,Milczyn,Peter
Council,2006,5,3856,Roszak,Arthur
Council,2006,5,1668,Chiappetta,John
Council,2006,5,1021,Mignone,Joseph
Council,2006,5,191,Tchernev,Bojidar
Council,2006,6,6472,Grimes,Mark
Council,2006,6,3758,Cain,Jem
Council,2006,6,2327,Day,Matthew
Council,2006,6,931,Wowchuk,Gregory
Council,2006,6,531,Markiewicz,Danuta
Council,2006,6,424,Chalmers,Rosalie
Council,2006,6,309,Melnyk,Walter
Council,2006,6,303,Del Grande,Tony
Council,2006,6,131,Kash,George
Council,2006,7,5877,Mammoliti,Giorgio
Council,2006,7,2753,Anthony,Sandra
Council,2006,7,495,Perlman,Larry
Council,2006,7,258,Cutler,Fred
Council,2006,8,4738,Perruzza,Anthony
Council,2006,8,4159,Li Preti,Peter
Council,2006,8,734,Dang Tan,Hau
Council,2006,8,371,Green,Garry
Council,2006,8,193,Tiwari,Ramnarine
Council,2006,8,173,Omar,Abdulhaq
Council,2006,9,7256,Augimeri,Maria
Council,2006,9,2100,Protsenko,Vlad
Council,2006,10,6527,Feldman,Michael
Council,2006,10,1940,Toutchinski,Igor
Council,2006,10,1586,Berkovits,Magda
Council,2006,10,1106,Royz,Max
Council,2006,10,561,Freedland,Robert
Council,2006,10,440,Smith,Craig
Council,2006,10,404,Dumalag,Alex
Council,2006,11,6469,Nunziata,Frances
Council,2006,11,4812,Ferreira,Paul
Council,2006,11,1235,Gualtieri,Rocky
Council,2006,11,526,Mullings,Pansy
Council,2006,12,4980,Di Giorgio,Frank
Council,2006,12,2725,Dominelli,Nick
Council,2006,12,1419,Renda,Joe
Council,2006,12,1054,Sweeney,Keith
Council,2006,12,157,Dugre,Michel
Council,2006,13,6930,Saundercook,Bill
Council,2006,13,4829,Hamara,Greg
Council,2006,13,2904,Garrick,David
Council,2006,13,605,Wdowczyk,Frances
Council,2006,13,433,Coltman,Linda
Council,2006,13,281,Oniszczak,Aleksander
Council,2006,14,3816,Perks,Gord
Council,2006,14,2978,Santos,Rowena
Council,2006,14,1872,Lojko,Ted
Council,2006,14,1645,Colautti,John
Council,2006,14,885,White,David
Council,2006,14,476,Freeman,Tom
Council,2006,14,342,Jarsky,Walter
Council,2006,14,288,South,Dilorece
Council,2006,14,103,Quinn,Anthony
Council,2006,14,99,Bernardo,Beverly
Council,2006,14,73,Hanna,David
Council,2006,14,51,Vezina,Matthew
Council,2006,14,19,Talpa,Jimmy
Council,2006,14,14,Hubick,Barry
Council,2006,15,5820,Moscoe,Howard
Council,2006,15,3110,Singer,Ron
Council,2006,15,1897,Bonavota,Rosina
Council,2006,15,675,Cohen,Howard
Council,2006,15,477,Tavares,Eva
Council,2006,15,311,Stamatopoulos,Dino
Council,2006,15,122,Papouchine,Alex
Council,2006,16,8880,Stintz,Karen
Council,2006,16,1721,Pantaleo,Albert
Council,2006,16,1421,Darby,Charm
Council,2006,16,886,Watt,Steve
Council,2006,16,477,Bosnick,Steven
Council,2006,16,364,Rifkind,Yigal
Council,2006,17,4827,Palacio,Cesar
Council,2006,17,4546,Bravo,Alejandra
Council,2006,17,1491,Dominelli,Fred
Council,2006,17,211,Scalabrini,Cinzia
Council,2006,17,206,Faria,David
Council,2006,17,77,Valdez,Gustavo
Council,2006,17,50,Basantes Espinoza,Wilson
Council,2006,18,6025,Giambrone,Adam
Council,2006,18,2089,Wookey,Simon
Council,2006,18,292,Mcmillan,Jim
Council,2006,18,262,Ferguson,Lloyd
Council,2006,18,251,Le,Nha
Council,2006,18,87,Rawling,Jim
Council,2006,19,8524,Pantalone,Joe
Council,2006,19,1710,Sawision,George
Council,2006,19,511,Boragina,Nick
Council,2006,19,403,Syed,Himy
Council,2006,20,7834,Vaughan,Adam
Council,2006,20,5334,Kennedy,Helen
Council,2006,20,750,Cole,Desmond
Council,2006,20,375,Ouellette,Chris
Council,2006,20,359,Tuan,Joseph
Council,2006,20,231,Sharma,Devendra
Council,2006,20,193,Lowry,Douglas
Council,2006,20,91,Priolo,Carmin
Council,2006,21,8096,Mihevc,Joe
Council,2006,21,3326,Sewell,John
Council,2006,21,2713,Adams,John
Council,2006,21,150,Corpuz,Tony
Council,2006,22,11899,Walker,Michael
Council,2006,22,2506,Newman,Rob
Council,2006,22,805,Reynolds,Gord
Council,2006,23,8853,Filion,John
Council,2006,23,5235,Miller,Andrew
Council,2006,23,557,Chifor,Cornel
Council,2006,23,394,Choudhary,Mohammed
Council,2006,23,373,Manlangit,Ignacio
Council,2006,24,6930,Shiner,David
Council,2006,24,3768,Shiller,Ed
Council,2006,24,1329,Amirpour,Sanaz
Council,2006,24,789,Ladd,Colleen
Council,2006,25,7954,Jenkins,Cliff
Council,2006,25,2788,Dickins,Tony
Council,2006,25,971,Boyle,Robertson
Council,2006,25,967,Kapsalis,Peter
Council,2006,25,964,Blair,John
Council,2006,26,3369,Parker,John
Council,2006,26,3155,Dhanani,Mohamed
Council,2006,26,2940,Ingar,Abdul
Council,2006,26,1372,Kettel,Geoff
Council,2006,26,1336,Maniates,Natalie
Council,2006,26,1095,Thomas,David
Council,2006,26,887,Masterson,John
Council,2006,26,743,Carroll-Smith,Michele
Council,2006,26,577,Lechter,Debbie
Council,2006,26,371,Vegh,Csaba
Council,2006,26,261,Alam,Muhammad
Council,2006,26,256,Williams,Fred
Council,2006,26,215,Aminvaziri,Bahar
Council,2006,26,99,Aybars,Orhan
Council,2006,26,76,Jabbar,Raza
Council,2006,27,8931,Rae,Kyle
Council,2006,27,1391,Golench,Carol
Council,2006,27,1330,Reid,Chris
Council,2006,27,1327,Leroux,Gary
Council,2006,27,913,Johnson,Cam
Council,2006,27,752,Gapka,Susan
Council,2006,27,614,Young,Daniel
Council,2006,27,547,Bezanson,Rob
Council,2006,28,8434,Mcconnell,Pam
Council,2006,28,1418,Bortenstein,Howard
Council,2006,28,1064,Perez,Catherina
Council,2006,28,731,Khan,Yaqoob
Council,2006,28,706,Harrison,Connie
Council,2006,28,646,Cartmell,Holly
Council,2006,28,440,Ghazi,Baquie
Council,2006,29,5790,Ootes,Case
Council,2006,29,5770,Alexopoulos,Diane
Council,2006,29,518,James,Andrew
Council,2006,29,183,Wilson,Hamish
Council,2006,29,137,Richardson,John
Council,2006,29,114,Smith,Darryl
Council,2006,30,7936,Fletcher,Paula
Council,2006,30,3470,Mccormick,Suzanne
Council,2006,30,937,Chin,Edward
Council,2006,30,522,Zubiak,Michael
Council,2006,30,220,Kraemer,Patrick
Council,2006,30,96,Nicastro,Daniel
Council,2006,31,8990,Davis,Janet
Council,2006,31,4187,Minos,Steve
Council,2006,31,176,Murton,Paul
Council,2006,31,167,Hindle,Mark
Council,2006,31,119,Subotich,Leonard
Council,2006,32,10377,Bussin,Sandra
Council,2006,32,1287,Maier,Erica
Council,2006,32,1081,Lewis,John
Council,2006,32,660,Braniff,Donna
Council,2006,32,557,Williams,Matt
Council,2006,32,332,Burke,Alan
Council,2006,32,305,Greer,John
Council,2006,32,196,Gallos,William
Council,2006,32,82,Mele,Luca
Council,2006,33,6219,Carroll,Shelley
Council,2006,33,1424,Tsang-Fahey,Sarah
Council,2006,33,1392,Caplan,Zane
Council,2006,33,1060,Conlon,Jim
Council,2006,33,398,Tung,Anderson
Council,2006,34,7567,Minnan-Wong,Denzil
Council,2006,34,3240,Salek,Susan
Council,2006,34,589,Maxwell,George
Council,2006,34,560,Ahmed,Atiya
Council,2006,34,516,Walsh,Gary
Council,2006,35,2949,Heaps,Adrian
Council,2006,35,2860,Berardinetti,Michelle
Council,2006,35,1853,Harris,Dan
Council,2006,35,1371,Moyer,Elizabeth
Council,2006,35,1098,Kilpatrick,Michael
Council,2006,35,786,Russell,Worrick
Council,2006,35,669,Ahmed,Sharif
Council,2006,35,436,Lovatsis,Norman
Council,2006,35,113,Carey,Jason
Council,2006,35,94,Calderon,Armando
Council,2006,35,89,Brausewetter,Michael
Council,2006,35,52,Festino,Tony
Council,2006,35,30,Cocon,Axcel
Council,2006,36,9717,Ashton,Brian
Council,2006,36,1597,Gasparotto,Eddy
Council,2006,36,828,Crompton,Greg
Council,2006,36,367,Sonier,Ron
Council,2006,37,11987,Thompson,Michael
Council,2006,37,1094,Kallmeyer,Jamie
Council,2006,37,674,Ackloo,Derick
Council,2006,38,8583,De Baeremaeker,Glenn
Council,2006,38,1330,Shah,Tushar
Council,2006,38,1233,Reodica,Willie
Council,2006,38,1144,Sandor,Dan
Council,2006,38,422,Hare,Bruce
Council,2006,38,399,Jensen,Kirk
Council,2006,38,390,Binetti,Michael
Council,2006,38,375,Babb,Clement
Council,2006,39,7964,Del Grande,Mike
Council,2006,39,1888,Wong,John
Council,2006,39,660,Cook,Wayne
Council,2006,39,614,Lu,Lushan
Council,2006,39,365,Smith,Sunshine
Council,2006,39,194,Kung,Samuel
Council,2006,40,10481,Kelly,Norm
Council,2006,40,1618,Pappas,George
Council,2006,40,746,Eren,Sunny
Council,2006,40,416,Ramjeet,Winston
Council,2006,41,5501,Lee,Chin
Council,2006,41,3324,Robertson,David
Council,2006,41,1727,Navamanikkam,Thadsha
Council,2006,41,1376,Aynedjian,Hratch
Council,2006,41,926,Shi,Scott
Council,2006,41,690,Ching,John
Council,2006,41,365,Yeung,Sonny
Council,2006,41,338,Mansfield,Malcolm
Council,2006,41,158,Baking,Jose
Council,2006,41,139,Lee,Min
Council,2006,42,7480,Cho,Raymond
Council,2006,42,3683,Nadarajah,Kumar
Council,2006,42,1639,Ather,Mohammed
Council,2006,42,1532,Irwin,Bonnie
Council,2006,43,4677,Ainslie,Paul
Council,2006,43,3388,Robb,Jim
Council,2006,43,1738,Patel,Abdul
Council,2006,43,933,Laforet,John
Council,2006,43,495,Khan,Mujeeb
Council,2006,43,495,Kitchen,Glenn
Council,2006,43,351,Chhabra,Amarjeet
Council,2006,44,6480,Moeser,Ron
Council,2006,44,6419,Hall,Diana
Council,2006,44,1062,Ross,Richard
Council,2006,44,588,Blair,Donald
Council,2006,44,587,Richardson,Kevin
Council,2006,44,421,Mirza,Mohammed
Council,2006,44,87,Wellington,Kevin
Council,2006,44,53,Rieger,Richard
Council,2010,1,5505,Crisanti,Vincent
Council,2010,1,4996,Hall,Suzan
Council,2010,1,1573,Farouk,Omar
Council,2010,1,883,Sharma,Sharad
Council,2010,1,388,Berger,Ted
Council,2010,1,169,D'Gama,Peter
Council,2010,2,12660,Ford,Doug
Council,2010,2,2346,Ali,Cadigia
Council,2010,2,828,Rizzuti,Luciano
Council,2010,2,736,Lall,Rajinder
Council,2010,2,637,Saikaley,Andrew
Council,2010,2,455,Pedlar,Jason
Council,2010,3,13521,Holyday,Doug
Council,2010,3,2684,Kudryk,Peter
Council,2010,3,1585,Vaughan,Ross
Council,2010,3,1010,Deschenes,Roger
Council,2010,4,9789,Lindsay Luby,Gloria
Council,2010,4,9480,Campbell,John
Council,2010,4,1602,Bertolini,Daniel
Council,2010,5,9778,Milczyn,Peter
Council,2010,5,9669,Di Ciano,Justin
Council,2010,5,2725,Kells,Morley
Council,2010,5,1245,Chiappetta,John
Council,2010,5,339,Therrien,Rob
Council,2010,6,12228,Grimes,Mark
Council,2010,6,5847,Cain,Jem
Council,2010,6,717,Laxer,Michael
Council,2010,6,605,Brereton,Wendell
Council,2010,6,466,Luu,Cecilia
Council,2010,6,375,Searle,David
