ID,AREA_DESC,ROADNAME,Area,TOTAL_SPACES,DIPPED_FOOTPATH,PARK_SIGN,ROAD_MARKING,OCCUPIED,Adjacent_Services,LAT,LONG
1098,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4233129065377,-6.22756432277052
1099,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4233420684227,-6.22756439307414
1100,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4233727645196,-6.22756439954945
1101,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234019082396,-6.22756318557494
1102,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234326043585,-6.22756319355219
1103,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234609991369,-6.22756329576747
1104,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4231692550445,-6.22786450381978
1105,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4231976316639,-6.22786332196789
1106,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232267745135,-6.2278621097467
1107,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232528498364,-6.22786102512006
1108,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232835078383,-6.22785846484117
1109,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4233134186695,-6.22785721916307
1110,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4233456290449,-6.22785587933517
1111,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4233740047875,-6.22785469901112
1112,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234031485119,-6.22785348523509
1113,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234322913604,-6.22785227299811
1114,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234629502593,-6.2278497126618
1115,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232235872683,-6.22769908143461
1116,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234007846422,-6.22769427709492
1117,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4233386443801,-6.22769557860353
1118,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232811257932,-6.22769797136995
1119,Donabate/Portrane Educate Together,Portrane Road,,,,,Yes,No,Primary School,53.489585189506,-6.14599613952791
1120,Kealys Bar,Swords Road,,2,,,Yes,No,Pub,53.424964821767,-6.2301676792083
1121,Kealys Bar,Swords Road,,2,,,Yes,No,Pub,53.4249391387246,-6.23017285423219
1122,Go Kids Go Play Centre,Coolmine Industrial Estate,,,,,Yes,No,Play Centre,53.3844344057379,-6.40146559338683
1123,Go Kids Go Play Centre,Coolmine Industrial Estate,,,,,Yes,No,Play Centre,53.3845152386819,-6.40138616964116
1124,The Brock Inn,N2,,,,,Yes,No,Pub,53.4330098420573,-6.33268971678377
1125,The White House,N2,,,,,Yes,No,Pub,53.4406292047356,-6.33781858186764
1126,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280770185509,-6.24281442763993
1127,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280965226645,-6.24285254840681
1128,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281194486077,-6.24288908788119
1129,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281415564103,-6.24292854450467
1130,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281644399086,-6.24296220093965
1131,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.428185665037,-6.2430002508626
1132,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4282085909138,-6.24303678898891
1133,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4282297957407,-6.24307339964565
1134,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4282544417585,-6.24310986690048
1135,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4282756898573,-6.2431493592187
1136,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280646031439,-6.24302398770794
1137,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280841293326,-6.24306355233704
1138,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281045362948,-6.24310451934433
1139,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281256783832,-6.24313680598711
1140,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281496122551,-6.24318339583665
1141,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281734198263,-6.24322134085373
1142,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281481965138,-6.24326274820503
1143,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281252283116,-6.2432233283939
1144,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281030994079,-6.24318243082457
1145,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280810350042,-6.24314585717909
1146,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280581100369,-6.24310931756015
1147,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280360235144,-6.243071303225
1148,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279638603644,-6.2431997099029
1149,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279842249088,-6.24323779676293
1150,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280098179885,-6.2432799915536
1151,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280317984666,-6.24331080195911
1152,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42805646563,-6.24334871149411
1153,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280288099849,-6.24340031370991
1154,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280050227672,-6.24336380955793
1155,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279829160053,-6.24332435279309
1156,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279591084892,-6.24328640938894
1157,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279351949563,-6.24324126052352
1158,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280500561692,-6.24343980453869
1159,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280785308705,-6.24338528518824
1160,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281711435294,-6.24330072875471
1161,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281989272285,-6.24325777262078
1162,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279912953457,-6.24307459125749
1163,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279576999764,-6.2431322037493
1164,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280265260297,-6.24301114300762
1165,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279257841657,-6.24318686503636
1166,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4278296734954,-6.24332635046585
1167,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.427851738742,-6.24336292395617
1168,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4278755886452,-6.24340375040941
1169,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4278993749301,-6.24344025300777
1170,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279213968788,-6.24347394655863
1171,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279460657651,-6.24351185451444
1172,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279707752511,-6.24355264569491
1173,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.427989292366,-6.24358215884873
1174,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280122180667,-6.24361869712625
1175,Dublin Airport Garda Station,,,,,,Yes,No,Garda Station,53.4296124618917,-6.24479934009537
1176,Dublin Airport Garda Station,,,,,,Yes,No,Garda Station,53.429629846565,-6.24476191976581
1177,Esso Service Station,Rathbeale Road,,,,,Yes,No,Petrol Station,53.4616978608606,-6.22849200719052
1178,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.363127546019,-6.35995696115522
1179,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631307715286,-6.35991436720612
1180,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631339669393,-6.35986964977634
1181,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631345954092,-6.35982290781367
1182,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631390893009,-6.35978026512396
1183,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631384766762,-6.35973569395736
1184,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631429422464,-6.3596909277114
1185,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631461375938,-6.35964621175568
1186,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631493046325,-6.35959937224956
